2022-07-26 21:10:59.535 | INFO     | config:print_args:49 - K = 1024
2022-07-26 21:10:59.539 | INFO     | config:print_args:49 - T = 0.07
2022-07-26 21:10:59.541 | INFO     | config:print_args:49 - adam_epsilon = 1e-08
2022-07-26 21:10:59.543 | INFO     | config:print_args:49 - alpha = 5
2022-07-26 21:10:59.545 | INFO     | config:print_args:49 - bart_lr = 0.0001
2022-07-26 21:10:59.547 | INFO     | config:print_args:49 - batch_size = 16
2022-07-26 21:10:59.550 | INFO     | config:print_args:49 - checkpoint_path = checkpoints/
2022-07-26 21:10:59.553 | INFO     | config:print_args:49 - chunk_nums = 30
2022-07-26 21:10:59.557 | INFO     | config:print_args:49 - content_max_len = 152
2022-07-26 21:10:59.559 | INFO     | config:print_args:49 - data_dir = data/
2022-07-26 21:10:59.562 | INFO     | config:print_args:49 - epochs = 1
2022-07-26 21:10:59.564 | INFO     | config:print_args:49 - eval_interval = 2500
2022-07-26 21:10:59.566 | INFO     | config:print_args:49 - generate_max_len = 70
2022-07-26 21:10:59.568 | INFO     | config:print_args:49 - gradient_accumulation_steps = 4
2022-07-26 21:10:59.571 | INFO     | config:print_args:49 - json_path = bart-base-chinese/config.json
2022-07-26 21:10:59.573 | INFO     | config:print_args:49 - log_interval = 50
2022-07-26 21:10:59.575 | INFO     | config:print_args:49 - log_path = logs/
2022-07-26 21:10:59.578 | INFO     | config:print_args:49 - m = 0.999
2022-07-26 21:10:59.580 | INFO     | config:print_args:49 - max_clip_norm = 1.0
2022-07-26 21:10:59.582 | INFO     | config:print_args:49 - max_len = 184
2022-07-26 21:10:59.584 | INFO     | config:print_args:49 - mlp = False
2022-07-26 21:10:59.586 | INFO     | config:print_args:49 - pooling = last-avg
2022-07-26 21:10:59.588 | INFO     | config:print_args:49 - pretrained_model_path = bart-base-chinese/
2022-07-26 21:10:59.590 | INFO     | config:print_args:49 - repetition_penalty = 1.2
2022-07-26 21:10:59.592 | INFO     | config:print_args:49 - save_settings = <bound method Args.save_settings of {'data_dir': 'data/', 'pretrained_model_path': 'bart-base-chinese/', 'vocab_path': 'bart-base-chinese/', 'json_path': 'bart-base-chinese/config.json', 'checkpoint_path': 'checkpoints/', 'log_path': 'logs/', 'seed': 2020, 'batch_size': 16, 'max_len': 184, 'content_max_len': 152, 'summary_max_len': 32, 'epochs': 1, 'bart_lr': 0.0001, 'warmup_steps': 10000, 'weight_decay': 0.01, 'adam_epsilon': 1e-08, 'max_clip_norm': 1.0, 'gradient_accumulation_steps': 4, 'eval_interval': 2500, 'log_interval': 50, 'alpha': 5, 'K': 1024, 'm': 0.999, 'T': 0.07, 'mlp': False, 'pooling': 'last-avg', 'chunk_nums': 30, 'generate_max_len': 70, 'repetition_penalty': 1.2, 'top_k': 5, 'top_p': 0.95}>
2022-07-26 21:10:59.596 | INFO     | config:print_args:49 - seed = 2020
2022-07-26 21:10:59.599 | INFO     | config:print_args:49 - summary_max_len = 32
2022-07-26 21:10:59.601 | INFO     | config:print_args:49 - top_k = 5
2022-07-26 21:10:59.603 | INFO     | config:print_args:49 - top_p = 0.95
2022-07-26 21:10:59.605 | INFO     | config:print_args:49 - vocab_path = bart-base-chinese/
2022-07-26 21:10:59.607 | INFO     | config:print_args:49 - warmup_steps = 10000
2022-07-26 21:10:59.609 | INFO     | config:print_args:49 - weight_decay = 0.01
2022-07-26 21:11:02.179 | INFO     | __main__:train:65 - 

2022-07-26 21:11:02.181 | INFO     | __main__:train:66 - ***** Running training *****
2022-07-26 21:11:02.183 | INFO     | __main__:train:67 -   Num Epochs = 1
2022-07-26 21:11:02.185 | INFO     | __main__:train:69 -   Total train batch size (w. parallel, distributed & accumulation) = 16
2022-07-26 21:11:02.189 | INFO     | __main__:train:70 -   Type of optimizer = AdamW
2022-07-26 21:11:02.191 | INFO     | __main__:train:72 -   Learning rate = 0.0001
2022-07-26 21:11:02.193 | INFO     | __main__:train:73 - 

2022-07-26 21:11:02.197 | INFO     | processing.dataset:_load_and_cache_examples:43 - Loading examples from cache file data/cache/train_set/train_0.pkl
2022-07-26 21:11:05.145 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step:    0 | mle_loss: 7.768996 | cl_loss: 5.556404 | loss: 35.551018
2022-07-26 21:11:15.911 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step:   50 | mle_loss: 8.736723 | cl_loss: 5.558492 | loss: 36.529186
2022-07-26 21:11:26.443 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step:  100 | mle_loss: 8.793035 | cl_loss: 5.617199 | loss: 36.879028
2022-07-26 21:11:36.999 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step:  150 | mle_loss: 8.870575 | cl_loss: 5.704721 | loss: 37.394180
2022-07-26 21:11:47.539 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step:  200 | mle_loss: 8.647255 | cl_loss: 5.781950 | loss: 37.556999
2022-07-26 21:11:57.969 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step:  250 | mle_loss: 8.491342 | cl_loss: 5.867641 | loss: 37.829544
2022-07-26 21:12:08.556 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step:  300 | mle_loss: 8.088561 | cl_loss: 5.883181 | loss: 37.504459
2022-07-26 21:12:19.125 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step:  350 | mle_loss: 7.970254 | cl_loss: 5.813199 | loss: 37.036251
2022-07-26 21:12:29.739 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step:  400 | mle_loss: 7.727934 | cl_loss: 5.751285 | loss: 36.484364
2022-07-26 21:12:40.307 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step:  450 | mle_loss: 7.511172 | cl_loss: 5.722197 | loss: 36.122154
2022-07-26 21:12:50.800 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step:  500 | mle_loss: 7.355566 | cl_loss: 5.636877 | loss: 35.539944
2022-07-26 21:13:01.403 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step:  550 | mle_loss: 7.171445 | cl_loss: 5.635056 | loss: 35.346722
2022-07-26 21:13:11.995 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step:  600 | mle_loss: 7.094646 | cl_loss: 5.540241 | loss: 34.795853
2022-07-26 21:13:22.611 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step:  650 | mle_loss: 6.901350 | cl_loss: 5.466714 | loss: 34.234913
2022-07-26 21:13:33.188 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step:  700 | mle_loss: 6.934847 | cl_loss: 5.390222 | loss: 33.885956
2022-07-26 21:13:43.667 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step:  750 | mle_loss: 6.623147 | cl_loss: 5.331194 | loss: 33.279121
2022-07-26 21:13:54.113 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step:  800 | mle_loss: 6.830629 | cl_loss: 5.216662 | loss: 32.913933
2022-07-26 21:14:04.579 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step:  850 | mle_loss: 6.633881 | cl_loss: 5.096464 | loss: 32.116207
2022-07-26 21:14:14.998 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step:  900 | mle_loss: 6.621901 | cl_loss: 5.053728 | loss: 31.890539
2022-07-26 21:14:25.667 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step:  950 | mle_loss: 6.770624 | cl_loss: 4.930375 | loss: 31.422499
2022-07-26 21:14:36.087 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step: 1000 | mle_loss: 6.489932 | cl_loss: 4.776780 | loss: 30.373837
2022-07-26 21:14:46.021 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step: 1050 | mle_loss: 6.600255 | cl_loss: 4.629940 | loss: 29.749952
2022-07-26 21:14:56.262 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step: 1100 | mle_loss: 6.516421 | cl_loss: 4.544566 | loss: 29.239252
2022-07-26 21:15:06.605 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step: 1150 | mle_loss: 6.500436 | cl_loss: 4.490243 | loss: 28.951647
2022-07-26 21:15:16.782 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step: 1200 | mle_loss: 6.156186 | cl_loss: 4.400755 | loss: 28.159958
2022-07-26 21:15:27.415 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step: 1250 | mle_loss: 6.075461 | cl_loss: 4.298211 | loss: 27.566519
2022-07-26 21:15:37.692 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step: 1300 | mle_loss: 6.129240 | cl_loss: 4.274683 | loss: 27.502651
2022-07-26 21:15:47.841 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step: 1350 | mle_loss: 6.101299 | cl_loss: 4.184134 | loss: 27.021969
2022-07-26 21:15:57.994 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step: 1400 | mle_loss: 6.088717 | cl_loss: 4.171570 | loss: 26.946568
2022-07-26 21:16:08.087 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step: 1450 | mle_loss: 5.957673 | cl_loss: 4.159066 | loss: 26.753010
2022-07-26 21:16:18.286 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step: 1500 | mle_loss: 5.827878 | cl_loss: 4.073787 | loss: 26.196814
2022-07-26 21:16:28.306 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step: 1550 | mle_loss: 5.750400 | cl_loss: 3.958697 | loss: 25.543886
2022-07-26 21:16:38.574 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step: 1600 | mle_loss: 5.738120 | cl_loss: 3.961972 | loss: 25.547983
2022-07-26 21:16:48.819 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step: 1650 | mle_loss: 5.687248 | cl_loss: 3.873157 | loss: 25.053032
2022-07-26 21:16:59.074 | INFO     | __main__:train:119 - Epoch:  0 | Chunk:  0 | step: 1700 | mle_loss: 5.728984 | cl_loss: 3.848619 | loss: 24.972080
